iter	Passed	Remaining
547	1211	999
548	1213	996
549	1214	993
550	1216	991
551	1218	988
552	1220	986
553	1222	984
554	1224	981
555	1226	979
556	1227	976
557	1229	973
558	1230	970
559	1232	968
560	1235	966
561	1236	963
562	1238	961
563	1239	958
564	1241	955
565	1243	953
566	1244	950
567	1246	948
568	1248	945
569	1251	943
570	1252	941
571	1254	938
572	1255	935
573	1257	933
574	1258	930
575	1260	927
576	1262	925
577	1265	923
578	1266	921
579	1268	918
580	1269	915
581	1271	913
582	1272	910
583	1274	907
584	1276	905
585	1278	902
586	1280	900
587	1281	898
588	1283	895
589	1284	892
590	1286	890
591	1287	887
592	1289	884
593	1291	882
594	1293	880
595	1295	878
596	1296	875
597	1298	872
598	1300	870
599	1301	867
600	1303	865
601	1304	862
602	1306	860
603	1308	858
604	1310	855
605	1312	853
606	1313	850
607	1315	847
608	1316	845
609	1318	842
610	1319	840
611	1321	838
612	1324	835
613	1325	833
614	1327	830
615	1328	828
616	1329	825
617	1331	822
618	1332	820
619	1334	817
620	1336	815
621	1338	813
622	1339	810
623	1341	808
624	1342	805
625	1343	802
626	1345	800
627	1346	797
628	1348	795
629	1349	792
630	1351	790
631	1353	788
632	1357	786
633	1358	784
634	1359	781
635	1361	778
636	1362	776
637	1364	774
638	1366	771
639	1367	769
640	1369	766
641	1370	764
642	1372	761
643	1373	759
644	1374	756
645	1376	754
646	1377	751
647	1379	749
648	1380	746
649	1382	744
650	1383	741
651	1385	739
652	1386	736
653	1387	734
654	1389	731
655	1390	729
656	1391	726
657	1394	724
658	1395	722
659	1397	719
660	1399	717
661	1400	715
662	1402	712
663	1403	710
664	1405	708
665	1406	705
666	1408	703
667	1411	701
668	1412	698
669	1413	696
670	1415	693
671	1416	691
672	1418	688
673	1419	686
674	1420	684
675	1423	682
676	1425	680
677	1427	677
678	1428	675
679	1430	672
680	1431	670
681	1432	668
682	1434	665
683	1435	663
684	1437	661
685	1439	659
686	1441	656
687	1443	654
688	1444	652
689	1445	649
690	1447	647
691	1448	644
692	1450	642
693	1451	640
694	1453	637
695	1455	635
696	1456	633
697	1458	631
698	1459	628
699	1461	626
700	1463	624
701	1465	621
702	1467	620
703	1470	618
704	1472	616
705	1474	614
706	1475	611
707	1477	609
708	1479	607
709	1480	604
710	1482	602
711	1484	600
712	1486	598
713	1488	596
714	1493	595
715	1494	592
716	1496	590
717	1498	588
718	1500	586
719	1502	584
720	1504	582
721	1506	579
722	1507	577
723	1509	575
724	1511	573
725	1513	571
726	1516	569
727	1518	567
728	1519	565
729	1521	562
730	1523	560
731	1524	558
732	1527	556
733	1532	555
734	1533	553
735	1535	550
736	1537	548
737	1539	546
738	1541	544
739	1543	542
740	1545	540
741	1547	537
742	1548	535
743	1550	533
744	1551	531
745	1553	528
746	1555	526
747	1558	525
748	1560	522
749	1562	520
750	1563	518
751	1565	516
752	1566	513
753	1568	511
754	1570	509
755	1572	507
756	1574	505
757	1576	503
758	1577	501
759	1579	498
760	1581	496
761	1582	494
762	1585	492
763	1587	490
764	1589	488
765	1591	486
766	1592	483
767	1593	481
768	1595	479
769	1597	477
770	1599	475
771	1601	472
772	1603	470
773	1605	468
774	1606	466
775	1608	464
776	1609	462
777	1611	459
778	1612	457
779	1615	455
780	1617	453
781	1619	451
782	1621	449
783	1622	447
784	1624	444
785	1625	442
786	1627	440
787	1629	438
788	1631	436
789	1633	434
790	1635	432
791	1636	429
792	1638	427
793	1639	425
794	1641	423
795	1643	421
796	1645	419
797	1647	417
798	1649	414
799	1650	412
800	1652	410
801	1653	408
802	1655	406
803	1657	403
804	1659	401
805	1661	399
806	1663	397
807	1664	395
808	1666	393
809	1667	391
810	1669	389
811	1670	386
812	1672	384
813	1675	382
814	1677	380
815	1678	378
816	1680	376
817	1681	374
818	1683	372
819	1684	369
820	1686	367
821	1688	365
822	1690	363
823	1692	361
824	1693	359
825	1695	357
826	1696	354
827	1697	352
828	1699	350
829	1701	348
830	1703	346
831	1706	344
832	1707	342
833	1709	340
834	1710	338
835	1712	335
836	1714	333
837	1716	331
838	1718	329
839	1720	327
840	1722	325
841	1723	323
842	1725	321
843	1726	319
844	1728	317
845	1729	314
846	1731	312
847	1734	310
848	1736	308
849	1737	306
850	1739	304
851	1740	302
852	1742	300
853	1743	298
854	1745	296
855	1747	293
856	1749	291
857	1751	289
858	1752	287
859	1754	285
860	1755	283
861	1757	281
862	1758	279
863	1761	277
864	1763	275
865	1765	273
866	1766	271
867	1768	268
868	1769	266
869	1771	264
870	1772	262
871	1775	260
872	1777	258
873	1779	256
874	1781	254
875	1782	252
876	1784	250
877	1785	248
878	1787	246
879	1789	243
880	1791	241
881	1793	239
882	1795	237
883	1796	235
884	1797	233
885	1799	231
886	1800	229
887	1802	227
888	1804	225
889	1806	223
890	1808	221
891	1810	219
892	1811	217
893	1813	215
894	1814	212
895	1816	210
896	1818	208
897	1820	206
898	1822	204
899	1824	202
900	1826	200
901	1827	198
902	1829	196
903	1831	194
904	1834	192
905	1837	190
906	1839	188
907	1840	186
908	1842	184
909	1843	182
910	1845	180
911	1847	178
912	1849	176
913	1852	174
914	1853	172
915	1855	170
916	1856	168
917	1858	166
918	1860	163
919	1861	161
920	1863	159
921	1865	157
922	1867	155
923	1868	153
924	1870	151
925	1871	149
926	1872	147
927	1874	145
928	1875	143
929	1878	141
930	1880	139
931	1882	137
932	1883	135
933	1884	133
934	1886	131
935	1887	129
936	1888	127
937	1890	124
938	1892	122
939	1893	120
940	1895	118
941	1897	116
942	1898	114
943	1900	112
944	1901	110
945	1903	108
946	1904	106
947	1906	104
948	1908	102
949	1910	100
950	1911	98
951	1913	96
952	1914	94
953	1915	92
954	1917	90
955	1918	88
956	1919	86
957	1922	84
958	1923	82
959	1925	80
960	1926	78
961	1927	76
962	1929	74
963	1930	72
964	1932	70
965	1933	68
966	1934	66
967	1937	64
968	1938	62
969	1940	60
970	1941	57
971	1943	55
972	1944	53
973	1945	51
974	1947	49
975	1948	47
976	1949	45
977	1951	43
978	1953	41
979	1955	39
980	1956	37
981	1957	35
982	1959	33
983	1960	31
984	1961	29
985	1963	27
986	1964	25
987	1966	23
988	1968	21
989	1970	19
990	1971	17
991	1972	15
992	1974	13
993	1975	11
994	1976	9
995	1978	7
996	1979	5
997	1981	3
998	1983	1
999	1984	0
